[2024-04-26 13:40:47,446][main_GenHowTo.py][line:121][INFO] the model is loaded.
[2024-04-26 13:52:26,351][main_GenHowTo.py][line:285][INFO] Evaliation done. valid_loss: 0.611115798338928 time: 25.97987127304077
[2024-04-26 13:52:36,351][main_GenHowTo.py][line:228][INFO] ######################
[2024-04-26 13:52:36,352][main_GenHowTo.py][line:229][INFO] # Within Epoch Stats: Epoch: 2# batch_seen: 1Train Loss: 0.6928390264511108time/batch: 3.331969976425171
[2024-04-26 13:52:36,353][main_GenHowTo.py][line:231][INFO] ######################
[2024-04-26 13:53:39,276][main_GenHowTo.py][line:228][INFO] ######################
[2024-04-26 13:53:39,277][main_GenHowTo.py][line:229][INFO] # Within Epoch Stats: Epoch: 2# batch_seen: 1189Train Loss: 0.6148029818466674time/batch: 0.052921318827405306
[2024-04-26 13:53:39,277][main_GenHowTo.py][line:231][INFO] ######################
[2024-04-26 13:54:42,241][main_GenHowTo.py][line:228][INFO] ######################
[2024-04-26 13:54:42,242][main_GenHowTo.py][line:229][INFO] # Within Epoch Stats: Epoch: 2# batch_seen: 2377Train Loss: 0.614964101110931time/batch: 0.026488590400962204
[2024-04-26 13:54:42,242][main_GenHowTo.py][line:231][INFO] ######################
[2024-04-26 13:55:44,981][main_GenHowTo.py][line:228][INFO] ######################
[2024-04-26 13:55:44,982][main_GenHowTo.py][line:229][INFO] # Within Epoch Stats: Epoch: 2# batch_seen: 3565Train Loss: 0.6128927468501167time/batch: 0.017598550884787196
[2024-04-26 13:55:44,982][main_GenHowTo.py][line:231][INFO] ######################
[2024-04-26 13:56:48,435][main_GenHowTo.py][line:228][INFO] ######################
[2024-04-26 13:56:48,436][main_GenHowTo.py][line:229][INFO] # Within Epoch Stats: Epoch: 2# batch_seen: 4753Train Loss: 0.6106990408501123time/batch: 0.013350107833859095
[2024-04-26 13:56:48,436][main_GenHowTo.py][line:231][INFO] ######################
[2024-04-26 13:57:51,379][main_GenHowTo.py][line:228][INFO] ######################
[2024-04-26 13:57:51,380][main_GenHowTo.py][line:229][INFO] # Within Epoch Stats: Epoch: 2# batch_seen: 5941Train Loss: 0.6104836913947805time/batch: 0.010594665954017094
[2024-04-26 13:57:51,380][main_GenHowTo.py][line:231][INFO] ######################
[2024-04-26 13:57:52,526][main_GenHowTo.py][line:246][INFO] ****************************************************************************
[2024-04-26 13:57:52,527][main_GenHowTo.py][line:247][INFO] Train Loop Ended. epoch: 2 train_loss: 0.6104604301278899 epoch_time: 319.507164478302
[2024-04-26 13:57:52,527][main_GenHowTo.py][line:248][INFO] evaluating....
[2024-04-26 13:58:19,400][main_GenHowTo.py][line:285][INFO] Evaliation done. valid_loss: 0.6029713698743678 time: 26.80033802986145
[2024-04-26 13:58:19,401][main_GenHowTo.py][line:298][INFO] Best model found on evaluation set. Saving the model....
[2024-04-26 13:58:25,994][main_GenHowTo.py][line:308][INFO] done.
[2024-04-26 13:58:36,148][main_GenHowTo.py][line:228][INFO] ######################
[2024-04-26 13:58:36,149][main_GenHowTo.py][line:229][INFO] # Within Epoch Stats: Epoch: 3# batch_seen: 1Train Loss: 0.766414999961853time/batch: 3.4833004474639893
[2024-04-26 13:58:36,149][main_GenHowTo.py][line:231][INFO] ######################
Traceback (most recent call last):
  File "/dvmm-filer3a/users/ali/Code/vPP/main_GenHowTo.py", line 348, in <module>
    train(args)
  File "/dvmm-filer3a/users/ali/Code/vPP/main_GenHowTo.py", line 207, in train
    optimizer.zero_grad()
  File "/dvmm-filer2/users/ali/anaconda3/envs/envPP/lib/python3.10/site-packages/torch/_compile.py", line 20, in inner
    @functools.wraps(fn)
KeyboardInterrupt
